realPGA,Predicted PGA
8,27.5068264
15.561,38.41400528
7.4214,20.09254074
7.4214,30.23636246
20.588,19.52984428
7.4214,17.53148842
8.379,14.58557701
53.386,105.8477631
17.955,62.91416168
70.144,104.132576
19.631,15.04745674
6.9426,14.51736259
11.012,14.45497894
8.379,12.50318527
33.516,42.29319
8.379,19.52908325
11.252,27.44244576
7.182,14.18469429
8.1396,21.94065857
7.6608,18.04346657
6.7032,20.22059059
6.2244,19.50201607
6.4638,24.75992012
10.773,17.99282646
13.885,21.08269501
8.6184,15.41142273
10.534,32.33171082
70.144,55.47324371
284.41,168.2027283
7.9002,20.9035778
38.304,15.36750793
20.349,16.37207222
16.04,16.83609962
8.8578,21.90128899
10.055,17.54595757
11.491,22.56706047
8.8578,15.11490822
8.379,13.51777458
28.728,17.86413002
8.1396,27.73555565
58.892,107.7753448
8.8578,22.5222435
9.8154,15.2713623
8.6184,21.58902931
11.252,31.1438961
60.329,37.67437744
7.4214,13.22543335
9.576,18.07844162
18.194,19.28352547
21.785,14.28031635
10.055,13.864748
6.7032,13.33119965
7.4214,18.36535072
33.037,95.32699585
9.576,16.11059952
14.843,18.55794334
36.868,52.71866226
7.9002,15.49198914
7.6608,18.2695694
7.9002,13.85217094
8.6184,14.31727409
16.997,14.93820953
11.731,32.41494751
29.207,16.28017044
6.7032,14.47920036
28.967,16.83765793
34.234,69.88140869
7.6608,13.04424095
8.8578,17.94370079
47.88,54.0911026
18.194,35.59759521
10.294,17.13832092
10.773,20.77845192
17.955,26.6741848
12.688,35.5304184
41.177,19.50106239
15.561,15.52038002
11.731,21.57547379
81.635,106.1188889
18.913,16.98567009
35.671,16.16885376
15.561,34.72800446
20.828,38.37096405
11.252,21.17767715
39.022,23.90441322
11.012,25.57889175
29.925,56.78435135
8.8578,13.19692802
6.7032,17.52192307
6.9426,30.76301765
12.928,17.5427494
103.18,169.9552612
39.74,89.63647461
9.8154,14.43332291
9.576,14.35743332
12.688,25.29878807
27.052,75.26732635
10.534,12.60163307
9.8154,17.3196106
11.97,24.4274044
16.997,44.35381317
13.167,22.06272316
24.179,22.28671074
8.8578,15.34347725
14.364,20.08785439
8.8578,25.98848915
11.012,31.07903862
24.179,33.0958786
12.449,20.21204758
15.082,27.55203438
22.504,30.57358742
17.955,20.31730843
8.8578,18.14837074
29.686,70.58447266
214.98,216.374054
7.6608,25.26623154
23.461,17.36738396
12.688,13.07759285
12.449,25.72587776
28.249,27.03613663
12.688,14.52437592
39.98,58.97231293
20.349,14.78316116
9.576,16.22060204
101.51,102.820694
7.182,18.54158401
7.6608,15.50184059
7.4214,20.5320034
31.601,17.13828659
9.576,13.28232956
12.449,21.84954643
8.6184,23.9743042
11.012,13.5467453
12.449,19.71043968
24.658,61.8428421
11.491,23.59119987
7.4214,15.25530434
74.453,103.6848984
10.055,14.58328438
7.6608,15.92205238
11.731,15.2980938
8.6184,18.05614281
7.9002,26.32475471
66.793,121.1141663
10.534,14.10221672
50.992,122.3987732
10.055,14.53504372
26.334,23.04483223
10.534,21.24450874
22.743,35.54425812
22.025,23.12785339
42.134,16.93358612
6.9426,22.21371651
18.194,14.30275726
6.7032,14.5669899
8.6184,26.70401955
8.8578,34.90000153
14.843,23.82556725
12.449,13.39907265
17.237,23.26444626
11.97,13.17518425
8.6184,16.23497009
12.209,23.22596931
19.87,19.41782188
16.519,25.54715919
256.88,58.61965561
73.496,87.37812805
7.4214,17.14025688
29.686,29.49115181
15.561,19.91050529
16.279,29.19421959
8.379,15.7905426
86.902,81.97199249
7.182,13.60407257
15.082,13.94844341
6.7032,15.05429649
6.9426,16.73527908
12.928,27.38296318
10.534,14.46104622
8.8578,25.27384758
8.1396,26.46851921
9.3366,24.527071
10.294,17.05608749
9.8154,16.03060722
7.6608,12.93075752
8.6184,15.86681557
28.728,86.52051544
8.8578,32.89342499
26.095,26.47993851
9.0972,25.32107162
6.7032,28.5604744
85.705,117.4406738
16.04,32.81634521
10.055,24.43153954
9.576,15.64369202
16.279,20.00795364
8.6184,13.2905941
27.531,19.93066788
10.294,21.56563759
8.1396,14.94864464
15.561,16.17983055
8.8578,18.42805481
31.84,25.90540504
9.0972,21.61494446
7.4214,18.26741219
57.935,12.47820854
15.8,34.40007401
32.798,29.27688599
12.449,28.56199455
54.104,14.57030678
21.067,21.41349602
7.182,20.42453575
9.3366,15.7825737
76.608,14.52166367
33.277,42.18261719
30.164,17.33809853
15.322,29.22640038
10.773,11.65388107
7.9002,22.4749794
7.6608,12.91264534
9.576,25.40561867
8.6184,23.63245964
10.534,14.91236687
8.1396,13.08656311
27.292,25.53276634
10.534,18.98269844
14.364,25.95102119
93.127,13.09526253
9.576,14.49036407
10.055,16.45226097
16.758,14.67128944
8.8578,16.72735405
22.743,18.89741516
8.6184,13.88794136
9.3366,13.54196739
8.1396,21.89668465
7.6608,15.50310516
8.1396,14.44663429
9.3366,32.98498917
11.731,22.33919334
9.576,14.797369
11.012,13.48799706
13.646,18.69077301
7.9002,19.30568504
8.6184,29.45551109
8.8578,15.92452621
21.307,15.30501938
10.534,17.82092667
8.379,22.1972332
20.11,59.63710785
8.6184,20.45268059
10.055,17.23117638
30.164,26.3325634
10.294,31.8878727
6.9426,17.14301109
15.082,38.91873169
113,13.94768715
14.603,15.38973045
23.94,14.0298481
6.9426,13.10680199
7.9002,14.06245613
10.534,49.19166946
11.012,27.21214867
8.8578,18.14489174
9.3366,15.86600494
41.177,92.18971252
14.364,15.99516869
10.055,32.20493317
8.6184,14.5792923
6.4638,16.15316391
14.843,15.06077003
7.4214,12.91592216
95.76,18.08273125
7.4214,20.56930923
44.528,21.82105827
7.4214,13.5835247
7.4214,20.52708435
13.406,18.42094612
84.987,115.7215576
8.1396,24.7365818
6.9426,15.52761269
9.3366,34.00647736
7.4214,13.13898849
8.1396,18.12453461
6.7032,13.6292057
9.576,16.74769974
14.603,30.49487877
12.928,17.51701164
7.4214,15.79081535
8.379,22.78973961
8.379,21.97434044
7.6608,15.85860062
6.4638,15.21535301
27.77,15.88963509
6.7032,21.31444931
6.9426,16.80417633
11.252,20.33228493
9.0972,18.81530952
25.376,44.39566803
7.6608,20.09034538
39.98,102.163681
9.0972,16.34723091
8.6184,14.19111824
12.928,27.01523018
11.491,13.40785789
10.055,42.37511444
7.6608,18.61268425
11.012,13.55923462
25.137,15.63350868
9.3366,21.9211998
8.379,19.05524445
9.0972,15.30609131
8.8578,20.96665001
21.307,41.4092865
144.6,74.18283844
8.379,16.95352554
9.0972,13.79659653
30.164,49.51622772
7.9002,18.99464989
8.8578,19.58576393
8.1396,25.34530067
8.1396,15.31868935
6.7032,13.07460594
15.8,21.83805656
7.6608,17.98095131
14.125,13.11553574
18.913,26.83400345
8.6184,12.42335701
