realPGA,Predicted PGA
17.955,19.41866112
11.731,13.02686119
58.892,71.68618011
9.3366,14.98148155
6.9426,13.75268364
9.0972,13.03693199
6.9426,15.14697075
10.534,29.9633503
9.3366,14.23961067
12.209,13.4510479
8.379,12.03970146
9.576,13.0988903
12.209,14.06268883
129.52,96.81481934
35.192,48.64925003
25.376,30.85455513
7.9002,14.63113976
6.4638,13.74384499
16.519,27.12686729
41.177,84.43618774
10.773,13.19142342
10.055,12.42794228
26.813,14.5594883
60.568,18.65546989
12.928,17.84505653
17.476,13.01749611
12.688,13.89837074
30.404,28.94156075
13.646,12.85592079
13.646,21.91575813
8.379,11.43676186
19.152,13.80652046
35.431,12.51455116
15.082,12.556036
8.6184,18.31964302
9.3366,12.97138405
11.731,12.26116753
13.646,12.65728951
7.9002,14.136343
7.9002,13.80375099
142.2,35.61817932
8.8578,14.53653908
7.9002,29.07246971
11.491,22.72824287
12.449,30.95486832
19.631,15.45623398
16.519,18.30488396
22.504,50.66896057
7.4214,12.65659904
9.576,13.41356468
48.598,13.48085022
8.379,18.535326
9.3366,16.21238518
9.8154,13.59640694
9.3366,14.81035805
8.379,13.72403145
10.294,13.77319145
8.379,13.69688225
24.658,16.44679832
13.167,18.30727196
8.8578,13.59760475
26.334,53.63198853
837.18,39.31093979
42.374,22.21557426
11.012,40.30233383
7.6608,14.4787693
10.773,19.83582115
11.012,18.63163185
6.9426,18.95895386
14.364,16.10557365
7.4214,13.02655983
24.898,12.37900352
7.182,14.77911091
18.194,72.91975403
9.8154,20.20298576
8.379,19.97699928
22.025,16.2004261
56.738,90.63716888
8.379,16.54247093
7.6608,23.97336006
10.294,17.16570473
7.9002,15.90185356
8.6184,15.27805519
8.379,19.42024803
8.379,13.30241966
162.79,139.7286072
9.3366,28.90562248
7.4214,11.80137062
17.476,53.68399811
7.9002,15.2224102
25.376,32.25937271
8.8578,12.91359138
13.646,36.71695328
11.731,15.28251457
13.646,32.15484619
11.731,24.8626194
9.8154,13.6890316
20.349,15.15260124
7.4214,12.4931736
14.125,19.40267372
5.985,14.37806129
14.125,15.21105003
13.646,12.97755623
9.576,14.43182945
8.1396,14.70630836
9.0972,13.3234787
9.0972,12.53232384
8.8578,20.63405418
8.1396,13.00882912
10.055,14.4940052
7.9002,13.63900948
15.561,17.59324837
14.125,25.50117683
20.828,16.47680092
11.012,15.18904305
11.012,21.59802437
7.6608,11.95629311
13.646,21.89877129
10.055,20.3757267
12.688,15.28849602
7.4214,14.08931351
7.9002,13.12695885
7.6608,16.0570507
10.534,12.75228691
12.688,15.93044472
7.4214,15.70268822
39.74,30.94557762
16.758,13.85699654
8.1396,16.00940132
6.9426,13.07387733
7.182,17.12441444
13.167,19.50889397
13.646,12.55592728
15.561,22.06217766
22.025,13.59485245
25.855,27.53719139
7.6608,16.93535423
6.4638,12.94886589
57.935,92.93828583
13.646,11.07446098
7.9002,18.28988457
26.813,18.93392754
8.1396,21.72014809
8.1396,14.97326088
63.68,62.38845444
18.673,29.78307915
21.067,15.10293007
7.182,14.81560326
11.012,28.07376289
26.095,19.1661129
9.3366,13.99432182
7.6608,14.76895332
7.6608,13.47612572
14.843,15.33764553
9.0972,17.64101601
17.955,27.7720089
8.379,14.73391151
7.182,15.196558
17.716,27.64522934
51.471,83.07457733
7.9002,14.49962425
8.6184,15.75366783
12.209,18.24238014
6.7032,13.08289528
9.3366,18.47593117
7.4214,13.88101768
12.449,15.84705925
6.9426,11.9199543
9.8154,20.93286324
12.688,13.60989571
7.9002,18.58162117
7.4214,17.78060722
7.9002,14.46320534
9.3366,14.46609306
8.8578,14.28368187
8.6184,18.30076027
21.067,14.00673866
12.688,15.30398369
19.391,29.41975975
8.379,28.70791817
10.773,13.15023994
27.531,22.96369362
7.6608,15.40687752
9.3366,16.14426231
11.97,14.11285973
8.379,20.9329586
18.434,16.94272041
10.294,13.03532219
9.3366,16.69107628
7.4214,12.29050255
10.773,16.9963932
8.8578,19.90437889
6.9426,15.64479637
6.7032,14.19086647
10.773,18.65939522
12.209,14.274683
7.9002,16.84527016
17.237,46.14406204
9.3366,16.87254143
24.658,13.76646233
9.0972,17.43218422
15.561,35.11462021
104.62,17.78742409
7.9002,14.78181648
7.9002,12.2436161
19.87,34.3878479
21.546,12.93762398
14.364,17.41195107
14.364,23.07931328
28.967,17.91155434
6.4638,13.42372322
7.9002,13.93272972
41.656,32.88943481
8.379,11.17168999
15.322,51.20569992
9.8154,13.22849846
6.9426,16.55145073
7.4214,16.05969048
12.209,13.0062809
8.8578,18.0303936
7.9002,11.55248451
10.294,14.11969185
8.379,14.88224602
7.9002,12.44626808
7.4214,21.66896248
10.294,15.89546013
34.234,83.87516785
11.252,17.40344238
9.0972,12.99332619
14.125,15.95370293
7.4214,14.31796074
25.376,34.40169144
8.379,12.68226051
8.8578,17.31844521
9.0972,18.39727974
12.209,27.37934685
9.8154,17.28493309
8.1396,12.05298424
16.519,36.49495697
9.3366,22.29018211
8.1396,18.79055977
25.616,15.81278419
8.6184,14.78329277
7.6608,16.10730553
10.773,13.27894402
21.067,19.37278557
10.773,31.64813042
56.738,140.5223846
10.055,15.97930717
23.701,51.53923416
7.4214,15.37431145
8.8578,12.46421242
8.6184,21.08970833
9.3366,13.73069954
8.8578,15.78825951
44.528,46.90156174
43.092,36.9159584
12.209,16.17964745
33.037,15.78606987
7.4214,18.01946831
10.055,16.47464943
126.64,76.41172028
7.9002,13.1226902
7.9002,16.15885353
7.6608,16.66957283
6.4638,17.99035072
7.182,11.97677803
8.1396,13.52359581
13.646,14.50388908
8.1396,14.36512947
12.209,16.51556206
9.0972,17.10878944
25.616,13.08480644
10.055,12.48374748
7.9002,19.24118614
11.97,25.62828255
17.955,25.07806206
11.252,19.62701607
11.491,13.71434975
7.182,14.26408958
16.758,19.27232933
9.576,23.93198967
20.828,12.53826714
25.137,41.23100662
13.167,15.06731224
22.982,23.9814167
12.449,12.86630821
11.252,14.75769234
8.6184,18.4228878
11.012,17.68057442
16.279,28.5324173
10.534,14.72088051
10.773,14.36134148
24.658,23.90768623
8.1396,14.32686043
10.294,30.61202812
9.3366,14.63170433
10.055,13.40374947
37.586,18.14749718
34.474,15.4928875
6.7032,13.4936924
37.107,14.8726635
13.406,15.03292656
8.379,16.2773571
10.534,22.86093712
7.4214,15.48380852
20.828,34.09597015
30.164,22.71327019
18.434,24.20832443
22.743,16.75426292
9.3366,20.99352837
12.209,13.85861015
29.446,14.90275383
24.658,13.88481712
62.244,93.21897125
7.9002,17.16771507
6.7032,12.41435432
9.3366,17.87671089
27.052,17.12966728
11.97,13.57946968
19.631,17.12013817
16.758,19.04374123
10.294,12.91763115
24.898,12.287714
84.029,51.34210587
31.122,19.81131554
14.843,25.65880775
22.025,20.97353935
10.055,12.77819252
11.97,27.33286858
22.264,22.77298927
10.534,14.80062675
24.658,23.60539055
7.182,15.26983452
6.9426,12.92595482
16.758,26.74162292
6.4638,18.90688896
241.55,27.32782173
11.012,23.06155968
7.9002,13.97476006
44.528,73.01280212
7.9002,19.11513329
8.379,14.77350426
10.773,12.30755424
13.406,14.81389046
47.641,15.28457737
7.9002,15.90938377
7.182,12.57018089
8.1396,22.58606148
9.0972,25.05656624
8.8578,12.16316032
9.576,12.65503502
11.97,18.62336159
9.3366,16.51826286
13.885,13.43304253
14.603,15.09049034
8.8578,15.58435249
6.9426,20.01168823
47.162,70.02262878
6.9426,14.73494244
73.735,16.22057724
11.97,14.02246666
40.219,71.06533813
7.9002,13.57736778
26.334,15.14837456
8.379,15.16731453
15.322,12.5422039
14.843,13.31535912
8.1396,19.11742973
11.731,13.12803078
12.209,12.86520195
8.379,12.79126167
30.404,64.64383698
16.997,16.62573433
7.4214,14.33644104
9.8154,17.59021187
14.125,17.82887459
11.012,15.98535347
7.182,12.70577431
8.1396,18.28384972
17.237,14.5066967
8.6184,16.55054283
16.04,19.85098839
8.6184,13.01338387
13.885,18.8608532
15.8,42.15802002
10.773,14.77646828
8.379,14.35859108
8.379,20.21562004
16.279,36.85848236
7.4214,12.71652794
11.97,19.0069561
23.94,14.61723518
17.237,15.29168129
6.7032,13.82060814
7.9002,15.28092384
7.6608,13.14013863
20.349,14.56812477
8.1396,14.27829552
6.4638,15.29939079
28.489,51.74743652
13.406,13.17925453
6.4638,14.56914711
18.673,12.59346962
8.6184,12.14046288
21.067,33.61050415
14.843,37.90702057
32.08,22.08280373
13.646,16.70440483
17.955,29.02212715
8.379,15.02162361
12.688,16.22497368
7.6608,15.23200035
70.384,24.19742584
9.3366,13.31588936
8.379,17.70392036
8.1396,13.61011314
29.446,32.41765213
12.928,14.09911919
6.9426,22.73144722
7.6608,12.28205681
26.813,18.05861855
289.91,68.44741821
18.913,14.38632011
7.6608,14.66807365
13.406,15.00729179
22.025,15.62632942
7.6608,14.25346184
14.364,18.33691216
32.319,16.41849709
7.4214,13.58901787
31.601,24.507761
8.379,14.43839836
11.491,11.58323097
9.576,14.12798882
41.656,23.59764671
9.3366,11.47159386
13.167,26.13765907
12.928,16.83473778
8.1396,13.832304
15.082,13.7136097
8.1396,27.76641655
9.3366,16.49272346
12.209,16.997118
12.688,39.42164612
28.967,29.53721046
11.97,21.18556786
7.182,16.32339287
14.125,21.5573101
14.364,14.70438194
24.179,30.01907921
12.209,15.59172249
7.9002,13.52469826
26.334,23.47706413
12.209,14.29644585
8.8578,12.89486694
7.6608,20.16989708
15.322,22.35797691
26.334,15.93924904
7.6608,16.73121834
9.8154,12.64038277
8.1396,14.01255989
6.9426,17.30167961
7.9002,16.26516533
9.3366,18.13277626
8.6184,11.26240349
7.182,15.22107887
9.0972,14.70972633
86.663,97.48513031
11.97,15.50909233
7.9002,16.35082436
16.279,37.17308807
9.0972,12.45528221
20.349,13.34153557
162.31,74.31226349
8.8578,14.24410439
30.643,13.89496422
14.603,16.94752693
9.3366,17.23285103
17.955,31.04631615
8.6184,16.08883095
7.182,20.22981834
9.8154,12.74044228
10.055,17.02057076
10.534,12.6749897
13.406,31.05430794
9.576,14.26836967
6.7032,13.78466988
8.1396,14.23289299
11.491,13.83301735
8.6184,13.98446846
8.379,13.06034279
12.928,18.14956856
8.379,15.56315804
9.8154,12.3546505
189.37,112.2958527
8.8578,13.83300591
19.631,28.90818596
6.9426,14.6767292
8.379,13.22939491
21.067,16.57404518
12.209,20.69576073
7.182,13.8560009
7.9002,14.81604958
6.7032,16.27095222
11.97,41.94885635
65.835,17.96045876
12.449,26.15524483
12.209,13.54780769
11.252,13.77176857
12.449,19.4703846
8.8578,16.14385033
7.182,14.37076759
9.576,13.79059792
7.4214,14.77635384
42.134,12.7546978
9.8154,12.98539925
22.264,12.84983253
22.025,14.26593208
6.9426,14.73786354
7.4214,12.14843941
18.913,19.89180946
7.4214,17.1337986
9.576,18.09104347
9.576,23.63541603
7.182,14.18464088
16.519,16.36773491
10.294,28.3700161
7.6608,19.53481102
7.6608,17.97416115
7.6608,12.51894188
18.194,12.72202873
11.491,15.32325172
8.8578,17.20842934
82.593,78.81123352
16.279,12.40064812
15.322,33.81983185
35.431,16.00641823
9.3366,21.10540199
11.012,17.06572533
13.646,19.14165878
10.773,16.02570534
7.9002,13.52912331
11.012,21.80558586
42.853,28.78020477
8.1396,13.6324482
11.491,35.49835587
22.264,17.22926903
25.616,18.52771187
13.406,14.51822853
6.7032,15.01695061
7.9002,14.4345417
37.107,97.69837189
7.6608,13.30521965
7.182,14.84898949
18.194,27.44466209
13.406,25.68145561
7.4214,15.47315788
7.4214,13.648592
118.5,49.45228577
10.773,14.30122566
8.8578,19.61351585
17.716,15.93757439
15.322,14.19635201
6.9426,16.0833149
11.731,16.51662636
9.8154,15.20214653
13.885,14.8796978
7.6608,12.76188087
7.6608,18.74860573
7.9002,19.14851189
8.379,14.69653511
10.055,13.83404732
8.6184,12.24736595
7.9002,14.50946236
21.067,16.11680794
60.089,99.12303925
62.244,48.86107254
16.758,21.13921165
11.491,12.93229866
21.546,33.20549011
64.159,13.80865669
9.8154,15.24999428
14.364,16.87718773
7.9002,12.27176094
10.534,13.12361813
9.3366,15.77260017
25.376,38.87193298
13.167,41.55076599
14.603,15.64034843
7.4214,12.26767921
13.646,13.23197365
8.1396,11.92769051
8.379,20.00964546
7.9002,18.33193779
27.77,41.66804886
15.8,15.42917061
56.02,32.60508347
14.843,17.03377724
10.534,16.4781971
18.434,14.27598
37.107,14.62075996
7.9002,15.63421059
9.0972,16.3711834
