realPGA,Predicted PGA
7.4214,20.38747406
7.4214,18.61065102
8.379,17.32745934
6.9426,25.55989647
22.025,95.35809326
8.6184,17.49086952
7.9002,17.76268768
8.1396,21.56570244
53.386,55.15637207
14.125,24.04163742
27.531,19.4708519
7.4214,18.85253334
25.137,63.18253708
6.2244,22.37953377
8.1396,16.38665771
7.9002,14.30866814
8.1396,13.46059895
113.24,78.50763702
7.182,24.33928108
35.431,20.95662498
7.4214,23.60634232
7.9002,33.55304718
9.0972,22.4661274
22.025,42.68576813
8.6184,26.65769196
10.055,18.46596336
9.0972,20.65184784
25.855,97.83460999
7.9002,13.02822781
7.6608,17.6964016
14.603,35.72267532
8.6184,15.17208958
10.294,16.36588478
9.8154,19.81593323
9.8154,23.5460701
8.6184,16.98303795
6.9426,19.55958748
7.6608,17.0999279
7.9002,25.20390511
11.731,16.93323135
29.207,73.08197021
19.391,17.30983162
7.182,19.60545349
10.534,45.09719086
15.561,52.47969818
16.519,24.1460762
15.082,21.53274155
7.4214,29.52838326
6.9426,19.32437134
16.519,18.13225365
11.012,17.35245895
9.3366,20.44439507
9.0972,31.39511871
17.476,28.18798065
45.486,28.72315407
9.8154,46.3445015
15.561,22.26110077
10.773,30.79451561
12.449,57.30706024
11.731,16.62629318
11.012,24.1419239
7.182,19.06283188
7.6608,23.4615345
7.6608,35.8094101
8.1396,16.6594429
7.9002,22.37156105
9.3366,17.77477455
13.406,22.16832733
25.855,53.61425781
8.379,34.94622421
19.391,26.18533516
8.379,24.22685623
8.6184,18.81657982
23.461,49.42438126
11.252,21.25359726
8.8578,24.03046036
11.731,19.4662056
11.012,21.07506943
27.77,68.76371002
9.0972,17.81229401
27.292,69.55062103
93.127,16.09672928
8.6184,20.49334908
6.7032,22.36345482
10.534,17.03072548
25.616,44.3949585
21.546,19.85123825
14.364,24.99623871
12.449,41.10861206
11.97,24.44161606
20.588,122.361351
9.8154,13.87255669
6.9426,19.78093338
9.3366,23.18449211
25.376,28.6408577
8.1396,25.59452438
9.8154,19.50089264
9.8154,20.37236023
17.716,15.88375473
7.4214,24.10657692
10.294,26.28920174
7.4214,22.04251671
8.379,43.30092239
9.0972,20.65859985
10.294,34.72540665
13.646,20.18694305
16.04,17.86081696
10.773,20.20808029
12.209,31.31536102
9.8154,26.12143707
8.1396,20.66894722
9.3366,19.75978851
194.87,446.4017639
16.279,57.49433517
92.169,143.7372284
11.012,16.75853348
7.182,23.73827744
9.8154,19.25615883
14.603,39.02890015
12.449,13.80552483
8.1396,20.23285675
16.04,18.53027153
12.449,34.67008591
17.955,33.66203308
11.252,36.38280869
8.8578,25.1046524
11.97,19.3479805
9.8154,14.51732349
8.379,14.8103466
11.012,26.36783981
10.773,24.10831451
7.4214,19.67831039
10.534,21.49102974
11.012,13.83178139
7.9002,18.27131271
11.97,24.37180519
7.6608,14.72689438
7.182,19.60473251
14.364,30.74957657
6.9426,22.5124073
42.374,15.37512589
8.379,15.37351418
33.277,18.18222237
13.406,23.41000938
7.6608,19.13514519
13.885,17.84046364
7.182,17.80313683
10.534,24.4397831
14.125,23.41471481
9.8154,37.621315
35.91,116.4391708
8.6184,34.00883865
8.1396,18.72312546
18.194,21.29172516
9.3366,20.39973831
10.294,22.16711044
9.0972,44.15515137
6.7032,21.30534172
6.9426,29.82073593
19.391,27.55412292
7.6608,25.17864799
12.449,26.37239075
8.1396,15.51625061
9.3366,13.55828857
52.907,38.95908737
223.6,445.4299927
14.364,29.6597023
16.279,17.95791626
7.9002,20.02618027
10.055,15.05723953
9.576,29.21239471
8.379,25.41464806
10.773,20.40737915
10.294,20.82019424
11.012,22.38483429
16.279,13.83373833
28.01,27.50827217
8.6184,26.45583153
11.491,18.62429428
16.04,19.88611603
9.0972,18.68122673
57.935,16.47560883
7.182,23.10567284
6.4638,15.33070087
8.1396,22.39302444
7.9002,13.09340668
19.391,25.45556068
9.576,16.73245049
34.713,84.20180511
22.504,23.3706398
37.107,19.1582737
10.773,25.42927933
10.055,19.21511078
9.576,15.17727852
6.7032,18.25145912
53.386,58.60895538
10.534,26.53212738
16.758,31.97492981
9.3366,15.46825409
24.419,20.45861244
9.576,12.8771925
7.9002,25.74869347
8.6184,13.79225731
6.9426,21.1595726
8.8578,18.92895889
8.6184,23.07968712
6.7032,20.95120621
8.379,33.02239227
6.9426,32.37252808
45.247,27.99038124
7.4214,22.95544243
137.42,170.2933502
8.1396,26.90735626
42.374,97.49125671
37.586,33.90857697
12.928,41.40739059
16.997,20.7455349
64.159,43.48550797
8.1396,15.69059563
6.4638,23.45815849
7.182,26.58597946
8.6184,19.45492744
15.561,21.64942932
8.8578,19.63754654
9.576,17.28205109
341.62,309.0283508
6.9426,17.38084793
18.913,23.70204163
30.883,60.09620667
18.913,40.10264587
34.713,69.30839539
9.0972,25.04820442
14.364,19.98861122
10.534,13.26474571
26.573,67.93736267
8.6184,15.77358055
7.4214,14.39989376
35.192,75.69651031
15.561,48.29486465
10.055,23.07304573
8.379,15.88469887
24.898,90.2363739
8.1396,24.30079651
9.3366,21.25379562
19.152,19.12036324
24.179,51.35699081
6.9426,38.02806473
9.576,26.13066673
14.125,39.53595352
17.955,60.87397003
9.3366,19.52381325
10.773,26.81769562
8.1396,17.95662498
9.3366,16.73900795
18.194,20.17826653
9.8154,15.08100224
12.688,73.37634277
7.9002,21.72668266
32.558,45.29174042
25.855,62.81645584
7.9002,23.10409546
7.6608,32.4257164
7.4214,24.41455269
14.603,33.09008789
11.491,18.25072289
9.8154,25.53328896
