realPGA,Predicted PGA
8.6184,14.43127632
30.643,37.31599426
8.379,14.68509007
7.6608,14.07626057
9.576,17.38722229
12.688,16.71768379
15.8,18.22254181
28.489,37.44747925
9.8154,16.64954376
13.406,19.06926918
7.9002,14.58738708
7.6608,15.67303467
16.279,15.05289745
7.4214,14.59995556
8.8578,15.56937313
7.6608,18.1862793
6.9426,15.51728916
13.406,15.72694492
15.322,19.53553581
9.0972,16.39911079
9.0972,14.98797226
9.3366,14.55410767
7.4214,16.07063484
27.052,15.8937273
7.9002,16.61527252
36.149,16.09412193
50.753,64.09369659
12.688,17.93194389
43.331,62.22167587
6.7032,14.52401066
7.4214,14.33037186
66.074,55.54714966
10.773,15.09673405
6.9426,17.17870331
9.576,14.57936954
11.97,15.33158016
8.6184,14.71200848
9.576,14.76911831
12.449,19.57272148
22.504,15.90040302
10.534,18.44133377
26.334,34.02832031
11.731,18.44150925
42.853,15.31441975
10.055,17.69238281
64.399,15.30100918
7.4214,14.71332264
7.182,17.12117386
38.065,31.96852493
34.234,29.34024811
12.688,16.56789398
18.913,15.20315647
10.534,14.17071438
8.379,15.31437588
20.588,25.55522537
10.294,14.82207394
6.7032,14.70372868
7.182,14.78408337
16.04,15.60369205
10.294,17.60029602
16.758,22.14667511
11.252,14.72763443
88.339,100.4493256
9.3366,14.15440655
6.9426,16.17399025
10.055,16.38377953
9.8154,19.66161156
7.6608,15.92452812
8.1396,14.36525822
19.87,19.29477692
7.4214,15.12481117
9.576,14.35170364
9.3366,20.16732597
13.167,14.99079227
32.558,30.74058533
9.576,15.86674786
8.6184,15.45204449
11.97,15.22203732
13.406,16.62471581
10.294,16.68686295
20.11,18.69779968
11.012,15.0240469
8.379,15.12830067
9.8154,13.93759632
21.067,14.82413197
19.391,20.18273163
12.209,17.40755463
9.0972,15.30323505
66.074,29.05120468
12.209,15.05334949
34.713,15.27805042
10.534,15.9015398
16.997,21.05166626
16.519,15.96638775
12.928,14.36200428
22.504,21.26036835
14.125,26.55646706
9.576,14.39724255
7.182,17.91248322
13.885,15.70386791
7.9002,15.24581623
309.54,100.2263412
16.04,15.26871967
9.3366,18.6379776
14.364,14.74296093
6.9426,19.40178299
9.0972,15.04923725
16.04,32.58156967
15.082,14.9849987
11.012,14.0012579
12.209,15.824193
6.4638,15.75893211
186.01,156.6511993
7.9002,14.11878109
10.534,14.87750912
11.012,14.52819252
19.152,15.65242863
126.16,17.71718597
6.9426,15.07460403
16.279,18.7958889
11.731,22.19634056
38.543,38.93663788
7.9002,15.73395634
15.8,15.06230068
16.758,22.17633057
9.3366,15.98481274
16.997,25.43917274
9.3366,15.11752224
11.491,15.46426964
9.8154,16.34899902
8.8578,15.96886253
6.9426,14.72631931
9.0972,15.00487041
26.095,19.33823586
8.1396,16.39981842
10.055,14.22173882
17.237,14.86863613
9.0972,14.4739933
23.94,15.95611382
15.322,16.51549911
120.9,23.35557175
14.364,21.85215569
6.7032,15.24175739
9.3366,14.80344677
10.773,15.47113705
12.688,20.02017975
10.534,16.50681305
18.913,19.366436
9.0972,14.91949081
20.349,19.66275406
8.8578,14.10906887
8.379,17.14820862
13.885,17.82136917
17.716,14.95372105
34.952,22.69320679
15.082,14.62808609
10.534,15.03569889
7.4214,16.36941528
7.9002,15.43179035
8.8578,14.11273479
6.9426,15.21179771
8.379,15.41038895
6.7032,14.54120541
10.773,15.44299412
23.701,14.97196484
8.6184,16.82830238
90.014,93.62042999
10.055,14.91876316
13.646,15.24947453
9.3366,17.95248222
8.1396,15.63130379
11.252,15.64753437
7.9002,17.24083138
12.928,16.07394028
6.7032,16.61068916
35.671,24.12711525
